idx,file_name_list,speakers,visual_features,acoustic_features,lexical_features,emotion_labels
703,Ses03M_impro03_F027,F03,/features/visual_features/Session3/Ses03M_impro03/Ses03M_impro03_F027.npy,/features/acoustic_features/Session3/Ses03M_impro03/Ses03M_impro03_F027.npy,/features/lexical_features/Session3/Ses03M_impro03/Ses03M_impro03_F027.npy,2
704,Ses03M_impro03_F036,F03,/features/visual_features/Session3/Ses03M_impro03/Ses03M_impro03_F036.npy,/features/acoustic_features/Session3/Ses03M_impro03/Ses03M_impro03_F036.npy,/features/lexical_features/Session3/Ses03M_impro03/Ses03M_impro03_F036.npy,3
705,Ses03M_impro03_M015,M03,/features/visual_features/Session3/Ses03M_impro03/Ses03M_impro03_M015.npy,/features/acoustic_features/Session3/Ses03M_impro03/Ses03M_impro03_M015.npy,/features/lexical_features/Session3/Ses03M_impro03/Ses03M_impro03_M015.npy,2
706,Ses03M_impro03_M021,M03,/features/visual_features/Session3/Ses03M_impro03/Ses03M_impro03_M021.npy,/features/acoustic_features/Session3/Ses03M_impro03/Ses03M_impro03_M021.npy,/features/lexical_features/Session3/Ses03M_impro03/Ses03M_impro03_M021.npy,2
707,Ses03M_impro03_M030,M03,/features/visual_features/Session3/Ses03M_impro03/Ses03M_impro03_M030.npy,/features/acoustic_features/Session3/Ses03M_impro03/Ses03M_impro03_M030.npy,/features/lexical_features/Session3/Ses03M_impro03/Ses03M_impro03_M030.npy,2
708,Ses03M_impro03_M031,M03,/features/visual_features/Session3/Ses03M_impro03/Ses03M_impro03_M031.npy,/features/acoustic_features/Session3/Ses03M_impro03/Ses03M_impro03_M031.npy,/features/lexical_features/Session3/Ses03M_impro03/Ses03M_impro03_M031.npy,2
709,Ses03M_impro04_F003,F03,/features/visual_features/Session3/Ses03M_impro04/Ses03M_impro04_F003.npy,/features/acoustic_features/Session3/Ses03M_impro04/Ses03M_impro04_F003.npy,/features/lexical_features/Session3/Ses03M_impro04/Ses03M_impro04_F003.npy,3
710,Ses03M_impro04_F007,F03,/features/visual_features/Session3/Ses03M_impro04/Ses03M_impro04_F007.npy,/features/acoustic_features/Session3/Ses03M_impro04/Ses03M_impro04_F007.npy,/features/lexical_features/Session3/Ses03M_impro04/Ses03M_impro04_F007.npy,1
711,Ses03M_impro04_M000,M03,/features/visual_features/Session3/Ses03M_impro04/Ses03M_impro04_M000.npy,/features/acoustic_features/Session3/Ses03M_impro04/Ses03M_impro04_M000.npy,/features/lexical_features/Session3/Ses03M_impro04/Ses03M_impro04_M000.npy,1
712,Ses03M_impro04_M004,M03,/features/visual_features/Session3/Ses03M_impro04/Ses03M_impro04_M004.npy,/features/acoustic_features/Session3/Ses03M_impro04/Ses03M_impro04_M004.npy,/features/lexical_features/Session3/Ses03M_impro04/Ses03M_impro04_M004.npy,0
713,Ses03M_impro04_M008,M03,/features/visual_features/Session3/Ses03M_impro04/Ses03M_impro04_M008.npy,/features/acoustic_features/Session3/Ses03M_impro04/Ses03M_impro04_M008.npy,/features/lexical_features/Session3/Ses03M_impro04/Ses03M_impro04_M008.npy,0
714,Ses03M_impro04_M038,M03,/features/visual_features/Session3/Ses03M_impro04/Ses03M_impro04_M038.npy,/features/acoustic_features/Session3/Ses03M_impro04/Ses03M_impro04_M038.npy,/features/lexical_features/Session3/Ses03M_impro04/Ses03M_impro04_M038.npy,3
715,Ses03M_impro05a_F002,F03,/features/visual_features/Session3/Ses03M_impro05a/Ses03M_impro05a_F002.npy,/features/acoustic_features/Session3/Ses03M_impro05a/Ses03M_impro05a_F002.npy,/features/lexical_features/Session3/Ses03M_impro05a/Ses03M_impro05a_F002.npy,3
716,Ses03M_impro05a_F005,F03,/features/visual_features/Session3/Ses03M_impro05a/Ses03M_impro05a_F005.npy,/features/acoustic_features/Session3/Ses03M_impro05a/Ses03M_impro05a_F005.npy,/features/lexical_features/Session3/Ses03M_impro05a/Ses03M_impro05a_F005.npy,3
717,Ses03M_impro05a_F011,F03,/features/visual_features/Session3/Ses03M_impro05a/Ses03M_impro05a_F011.npy,/features/acoustic_features/Session3/Ses03M_impro05a/Ses03M_impro05a_F011.npy,/features/lexical_features/Session3/Ses03M_impro05a/Ses03M_impro05a_F011.npy,3
718,Ses03M_impro05a_F016,F03,/features/visual_features/Session3/Ses03M_impro05a/Ses03M_impro05a_F016.npy,/features/acoustic_features/Session3/Ses03M_impro05a/Ses03M_impro05a_F016.npy,/features/lexical_features/Session3/Ses03M_impro05a/Ses03M_impro05a_F016.npy,3
719,Ses03M_impro05a_M002,M03,/features/visual_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M002.npy,/features/acoustic_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M002.npy,/features/lexical_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M002.npy,0
720,Ses03M_impro05a_M018,M03,/features/visual_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M018.npy,/features/acoustic_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M018.npy,/features/lexical_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M018.npy,0
721,Ses03M_impro05a_M022,M03,/features/visual_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M022.npy,/features/acoustic_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M022.npy,/features/lexical_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M022.npy,0
722,Ses03M_impro05a_M026,M03,/features/visual_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M026.npy,/features/acoustic_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M026.npy,/features/lexical_features/Session3/Ses03M_impro05a/Ses03M_impro05a_M026.npy,0
723,Ses03M_impro05b_F000,F03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F000.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F000.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F000.npy,3
724,Ses03M_impro05b_F002,F03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F002.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F002.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F002.npy,3
725,Ses03M_impro05b_F005,F03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F005.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F005.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F005.npy,3
726,Ses03M_impro05b_F010,F03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F010.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F010.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F010.npy,3
727,Ses03M_impro05b_F011,F03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F011.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F011.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F011.npy,3
728,Ses03M_impro05b_F012,F03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F012.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F012.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F012.npy,3
729,Ses03M_impro05b_F014,F03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F014.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F014.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F014.npy,3
730,Ses03M_impro05b_F021,F03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F021.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F021.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F021.npy,3
731,Ses03M_impro05b_F022,F03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F022.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F022.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F022.npy,3
732,Ses03M_impro05b_F028,F03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F028.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F028.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_F028.npy,3
733,Ses03M_impro05b_M008,M03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M008.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M008.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M008.npy,0
734,Ses03M_impro05b_M014,M03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M014.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M014.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M014.npy,0
735,Ses03M_impro05b_M016,M03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M016.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M016.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M016.npy,0
736,Ses03M_impro05b_M020,M03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M020.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M020.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M020.npy,0
737,Ses03M_impro05b_M021,M03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M021.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M021.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M021.npy,0
738,Ses03M_impro05b_M023,M03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M023.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M023.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M023.npy,0
739,Ses03M_impro05b_M026,M03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M026.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M026.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M026.npy,0
740,Ses03M_impro05b_M029,M03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M029.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M029.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M029.npy,0
741,Ses03M_impro05b_M031,M03,/features/visual_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M031.npy,/features/acoustic_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M031.npy,/features/lexical_features/Session3/Ses03M_impro05b/Ses03M_impro05b_M031.npy,0
742,Ses03M_impro06_F002,F03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_F002.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_F002.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_F002.npy,1
743,Ses03M_impro06_F004,F03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_F004.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_F004.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_F004.npy,1
744,Ses03M_impro06_F005,F03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_F005.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_F005.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_F005.npy,1
745,Ses03M_impro06_F010,F03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_F010.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_F010.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_F010.npy,1
746,Ses03M_impro06_F012,F03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_F012.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_F012.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_F012.npy,1
747,Ses03M_impro06_F019,F03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_F019.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_F019.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_F019.npy,1
748,Ses03M_impro06_F020,F03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_F020.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_F020.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_F020.npy,1
749,Ses03M_impro06_M010,M03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_M010.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_M010.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_M010.npy,1
750,Ses03M_impro06_M011,M03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_M011.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_M011.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_M011.npy,1
751,Ses03M_impro06_M014,M03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_M014.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_M014.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_M014.npy,1
752,Ses03M_impro06_M015,M03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_M015.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_M015.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_M015.npy,1
753,Ses03M_impro06_M020,M03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_M020.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_M020.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_M020.npy,1
754,Ses03M_impro06_M023,M03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_M023.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_M023.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_M023.npy,1
755,Ses03M_impro06_M026,M03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_M026.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_M026.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_M026.npy,1
756,Ses03M_impro06_M027,M03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_M027.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_M027.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_M027.npy,1
757,Ses03M_impro06_M029,M03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_M029.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_M029.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_M029.npy,1
758,Ses03M_impro06_M030,M03,/features/visual_features/Session3/Ses03M_impro06/Ses03M_impro06_M030.npy,/features/acoustic_features/Session3/Ses03M_impro06/Ses03M_impro06_M030.npy,/features/lexical_features/Session3/Ses03M_impro06/Ses03M_impro06_M030.npy,1
759,Ses03M_impro07_F010,F03,/features/visual_features/Session3/Ses03M_impro07/Ses03M_impro07_F010.npy,/features/acoustic_features/Session3/Ses03M_impro07/Ses03M_impro07_F010.npy,/features/lexical_features/Session3/Ses03M_impro07/Ses03M_impro07_F010.npy,2
760,Ses03M_impro07_F011,F03,/features/visual_features/Session3/Ses03M_impro07/Ses03M_impro07_F011.npy,/features/acoustic_features/Session3/Ses03M_impro07/Ses03M_impro07_F011.npy,/features/lexical_features/Session3/Ses03M_impro07/Ses03M_impro07_F011.npy,2
761,Ses03M_impro07_F012,F03,/features/visual_features/Session3/Ses03M_impro07/Ses03M_impro07_F012.npy,/features/acoustic_features/Session3/Ses03M_impro07/Ses03M_impro07_F012.npy,/features/lexical_features/Session3/Ses03M_impro07/Ses03M_impro07_F012.npy,2
762,Ses03M_impro07_F019,F03,/features/visual_features/Session3/Ses03M_impro07/Ses03M_impro07_F019.npy,/features/acoustic_features/Session3/Ses03M_impro07/Ses03M_impro07_F019.npy,/features/lexical_features/Session3/Ses03M_impro07/Ses03M_impro07_F019.npy,2
763,Ses03M_impro07_F023,F03,/features/visual_features/Session3/Ses03M_impro07/Ses03M_impro07_F023.npy,/features/acoustic_features/Session3/Ses03M_impro07/Ses03M_impro07_F023.npy,/features/lexical_features/Session3/Ses03M_impro07/Ses03M_impro07_F023.npy,3
764,Ses03M_impro07_M025,M03,/features/visual_features/Session3/Ses03M_impro07/Ses03M_impro07_M025.npy,/features/acoustic_features/Session3/Ses03M_impro07/Ses03M_impro07_M025.npy,/features/lexical_features/Session3/Ses03M_impro07/Ses03M_impro07_M025.npy,2
765,Ses03M_impro08a_F004,F03,/features/visual_features/Session3/Ses03M_impro08a/Ses03M_impro08a_F004.npy,/features/acoustic_features/Session3/Ses03M_impro08a/Ses03M_impro08a_F004.npy,/features/lexical_features/Session3/Ses03M_impro08a/Ses03M_impro08a_F004.npy,3
766,Ses03M_impro08a_F013,F03,/features/visual_features/Session3/Ses03M_impro08a/Ses03M_impro08a_F013.npy,/features/acoustic_features/Session3/Ses03M_impro08a/Ses03M_impro08a_F013.npy,/features/lexical_features/Session3/Ses03M_impro08a/Ses03M_impro08a_F013.npy,0
767,Ses03M_impro08a_F020,F03,/features/visual_features/Session3/Ses03M_impro08a/Ses03M_impro08a_F020.npy,/features/acoustic_features/Session3/Ses03M_impro08a/Ses03M_impro08a_F020.npy,/features/lexical_features/Session3/Ses03M_impro08a/Ses03M_impro08a_F020.npy,0
768,Ses03M_impro08a_F022,F03,/features/visual_features/Session3/Ses03M_impro08a/Ses03M_impro08a_F022.npy,/features/acoustic_features/Session3/Ses03M_impro08a/Ses03M_impro08a_F022.npy,/features/lexical_features/Session3/Ses03M_impro08a/Ses03M_impro08a_F022.npy,0
769,Ses03M_impro08a_M002,M03,/features/visual_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M002.npy,/features/acoustic_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M002.npy,/features/lexical_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M002.npy,3
770,Ses03M_impro08a_M005,M03,/features/visual_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M005.npy,/features/acoustic_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M005.npy,/features/lexical_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M005.npy,3
771,Ses03M_impro08a_M006,M03,/features/visual_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M006.npy,/features/acoustic_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M006.npy,/features/lexical_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M006.npy,3
772,Ses03M_impro08a_M009,M03,/features/visual_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M009.npy,/features/acoustic_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M009.npy,/features/lexical_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M009.npy,3
773,Ses03M_impro08a_M010,M03,/features/visual_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M010.npy,/features/acoustic_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M010.npy,/features/lexical_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M010.npy,3
774,Ses03M_impro08a_M026,M03,/features/visual_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M026.npy,/features/acoustic_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M026.npy,/features/lexical_features/Session3/Ses03M_impro08a/Ses03M_impro08a_M026.npy,3
775,Ses03M_impro08b_M000,M03,/features/visual_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M000.npy,/features/acoustic_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M000.npy,/features/lexical_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M000.npy,3
776,Ses03M_impro08b_M002,M03,/features/visual_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M002.npy,/features/acoustic_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M002.npy,/features/lexical_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M002.npy,3
777,Ses03M_impro08b_M004,M03,/features/visual_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M004.npy,/features/acoustic_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M004.npy,/features/lexical_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M004.npy,3
778,Ses03M_impro08b_M005,M03,/features/visual_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M005.npy,/features/acoustic_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M005.npy,/features/lexical_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M005.npy,3
779,Ses03M_impro08b_M019,M03,/features/visual_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M019.npy,/features/acoustic_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M019.npy,/features/lexical_features/Session3/Ses03M_impro08b/Ses03M_impro08b_M019.npy,3
780,Ses03M_script01_1_F005,F03,/features/visual_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F005.npy,/features/acoustic_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F005.npy,/features/lexical_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F005.npy,1
781,Ses03M_script01_1_F016,F03,/features/visual_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F016.npy,/features/acoustic_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F016.npy,/features/lexical_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F016.npy,0
782,Ses03M_script01_1_F017,F03,/features/visual_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F017.npy,/features/acoustic_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F017.npy,/features/lexical_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F017.npy,0
783,Ses03M_script01_1_F028,F03,/features/visual_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F028.npy,/features/acoustic_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F028.npy,/features/lexical_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F028.npy,3
784,Ses03M_script01_1_F043,F03,/features/visual_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F043.npy,/features/acoustic_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F043.npy,/features/lexical_features/Session3/Ses03M_script01_1/Ses03M_script01_1_F043.npy,0
785,Ses03M_script01_1_M004,M03,/features/visual_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M004.npy,/features/acoustic_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M004.npy,/features/lexical_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M004.npy,1
786,Ses03M_script01_1_M005,M03,/features/visual_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M005.npy,/features/acoustic_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M005.npy,/features/lexical_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M005.npy,1
787,Ses03M_script01_1_M007,M03,/features/visual_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M007.npy,/features/acoustic_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M007.npy,/features/lexical_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M007.npy,1
788,Ses03M_script01_1_M021,M03,/features/visual_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M021.npy,/features/acoustic_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M021.npy,/features/lexical_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M021.npy,3
789,Ses03M_script01_1_M037,M03,/features/visual_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M037.npy,/features/acoustic_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M037.npy,/features/lexical_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M037.npy,3
790,Ses03M_script01_1_M038,M03,/features/visual_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M038.npy,/features/acoustic_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M038.npy,/features/lexical_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M038.npy,3
791,Ses03M_script01_1_M043,M03,/features/visual_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M043.npy,/features/acoustic_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M043.npy,/features/lexical_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M043.npy,3
792,Ses03M_script01_1_M046,M03,/features/visual_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M046.npy,/features/acoustic_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M046.npy,/features/lexical_features/Session3/Ses03M_script01_1/Ses03M_script01_1_M046.npy,1
793,Ses03M_script01_2_F009,F03,/features/visual_features/Session3/Ses03M_script01_2/Ses03M_script01_2_F009.npy,/features/acoustic_features/Session3/Ses03M_script01_2/Ses03M_script01_2_F009.npy,/features/lexical_features/Session3/Ses03M_script01_2/Ses03M_script01_2_F009.npy,0
794,Ses03M_script01_2_F012,F03,/features/visual_features/Session3/Ses03M_script01_2/Ses03M_script01_2_F012.npy,/features/acoustic_features/Session3/Ses03M_script01_2/Ses03M_script01_2_F012.npy,/features/lexical_features/Session3/Ses03M_script01_2/Ses03M_script01_2_F012.npy,0
795,Ses03M_script01_2_M004,M03,/features/visual_features/Session3/Ses03M_script01_2/Ses03M_script01_2_M004.npy,/features/acoustic_features/Session3/Ses03M_script01_2/Ses03M_script01_2_M004.npy,/features/lexical_features/Session3/Ses03M_script01_2/Ses03M_script01_2_M004.npy,3
796,Ses03M_script01_2_M008,M03,/features/visual_features/Session3/Ses03M_script01_2/Ses03M_script01_2_M008.npy,/features/acoustic_features/Session3/Ses03M_script01_2/Ses03M_script01_2_M008.npy,/features/lexical_features/Session3/Ses03M_script01_2/Ses03M_script01_2_M008.npy,3
797,Ses03M_script01_2_M014,M03,/features/visual_features/Session3/Ses03M_script01_2/Ses03M_script01_2_M014.npy,/features/acoustic_features/Session3/Ses03M_script01_2/Ses03M_script01_2_M014.npy,/features/lexical_features/Session3/Ses03M_script01_2/Ses03M_script01_2_M014.npy,0
798,Ses03M_script01_3_F011,F03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F011.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F011.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F011.npy,2
799,Ses03M_script01_3_F019,F03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F019.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F019.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F019.npy,2
800,Ses03M_script01_3_F030,F03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F030.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F030.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F030.npy,1
